Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
126	ASTRAL- a Clinical Study to Assess the Efficacy and Toxicity of High-dose Chemotherapy	Recruiting	No Results Available	Aggressive Non-hodgkin Lymphoma (aNHL)|Lymphoma, B-Cell|Lymphoma, T-Cell	Drug: High dose chemotherapy before allogeneic stem cell transplantation (alloSCT)|Procedure: Bone marrow histology|Diagnostic Test: clinical and laboratory parameters|Diagnostic Test: PET-CT or CT	HELIOS Klinik Berlin-Buch, Klinik für Hämatologie und Stammzelltransplantation, Berlin, Brandenburg, Germany|Klinikum Augsburg, Medizinische Klinik II, Augsburg, Germany|Medizinisches Universitätsklinikum, Bochum, Germany|Klinikum Chemnitz gGmbH, Chemnitz, Germany|Universitätsklinikum Carl Gustav Carus Dresden, Medzinische Klinik I, Dresden, Germany|Universitäsklinikum Düsseldorf, Düsseldorf, Germany|Universitätsmedizin Göttingen Klinik für Hämatologie/Med. Onkologie, Göttingen, Germany|Universitätsklinikum Halle, Halle, Germany|Universitätsklinikum Hamburg-Eppendorf, Zentrum für Onkologie, Interdisziplinäre Klinik und Poliklinik für Stammzelltransplantation, Hamburg, Germany|Universitätsklinikum Heidelberg, Medizinische Klinik, Innere Medizin V, Heidelberg, Germany|Universitätsklinikum Jena, Klinik für Innere Medizin, Abtl. Hämatologie und Innternistische Onkologie, Jena, Germany|Universitätsklinikum Münster, KMT-Zentrum/ Med. Klinik A, Münster, Germany|Klinikum Stuttgart, Stuttgart, Germany	https://ClinicalTrials.gov/show/NCT04121507
127	Resminostat for Maintenance Treatment of Patients With Advanced Stage Mycosis Fungoides (MF) or Sézary Syndrome (SS)	Recruiting	No Results Available	Mycosis Fungoides|Sezary Syndrome|Lymphoma, T-Cell, Cutaneous	Drug: resminostat|Drug: Placebo	Medizinische Universität Graz, Graz, Austria|Medizinische Universität Wien, Wien, Austria|Cliniques Universitaires Saint-Luc, Bruxelles, Belgium|Universitaire Ziekenhuizen, Leuven, Belgium|Centre Hospitalier Universitaire (CHU) de Bordeaux - Hôpital Saint-André, Bordeaux, France|CHU Estaing, Clermont-Ferrand, France|Centre Hospitalier Lyon-Sud, Lyon, France|Chu Paris-Gh St-Louis Lariboisiere F.Widal Hopital, Paris, France|Hopital Robert Debre - CHU de Reims, Reims, France|Universitätsklinikum Aachen, Aachen, Germany|Charité - Universitaetsmedizin Berlin, Berlin, Germany|Universitaetsklinikum Bochum - St. Josef-Hospital, Bochum, Germany|Elbekliniken Buxtehude, Buxtehude, Germany|Uniklinik Köln, Cologne, Germany|Klinikum Dortmund, Dortmund, Germany|Universitaetsklinikum Dresden, Dresden, Germany|Helios Klinikum Erfurt, Erfurt, Germany|Universitaetsklinikum Essen, Essen, Germany|SRH Wald-Klinikum Gera, Gera, Germany|Universitaetsklinikum Greifswald, Greifswald, Germany|Universitätsmedizin Göttingen, Göttingen, Germany|Universitaetsklinikum Halle, Halle (Saale), Germany|Universitaetsklinikum Hamburg-Eppendorf, Hamburg, Germany|Städtisches Klinikum Karlsruhe, Karlsruhe, Germany|Universitaetsklinikum Schleswig-Holstein (UKSH), Campus Kiel, Kiel, Germany|HELIOS Klinikum, Krefeld, Germany|Klinikum der Stadt Ludwigshafen am Rhein, Ludwigshafen am Rhein, Germany|Universitätsklinikum Schleswig-Holstein, Lübeck, Germany|Universitaetsmedizin der Johannes Gutenberg-Universitaet Mainz, Mainz, Germany|Universitätsklinikum Mannheim, Mannheim, Germany|Johannes Wesling Klinikum Minden, Minden, Germany|Ludwig-Maximilians-Universität (LMU), München, Germany|Universitäts-Hautklinik Tübingen, Tübingen, Germany|Universitätsklinikum Ulm, Ulm, Germany|Universitätsklinikum Würzburg, Würzburg, Germany|ATTIKON Hospital and Cutaneous Lymphoma Clinic, Athens, Greece|Policlinico S.Orsola-Malpighi, Ematologia, Bologna, Italy|Policlinico S.Orsola-Malpighi, Bologna, Italy|Universita Di Firenze, Firenze, Italy|Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milano, Italy|Universita Cattolica del Sacro Cuore, Roma, Italy|IFO San Gallicano, Rome, Italy|Ospedale Molinette, Turin, Italy|Niigata University Medical and Dental Hospital, Niigata, Japan|Okayama University Hospital, Okayama, Japan|Tohoku University Hospital, Sendai, Japan|Hamamatsu University School of Medicine, Shizuoka, Japan|University of Tsukuba Hospital, Tsukuba, Japan|Leids Universitair Medisch Centrum (LUMC), Leiden, Netherlands|Centrum Onkologii, Bydgoszcz, Poland|Medical University of Gdansk, Gdansk, Poland|SP ZOZ Szpital Uniwersytecki w Krakowie, Kraków, Poland|Centrum Onkologii-Instytut im. Marii Sklodowskiej-Curie, Warsaw, Poland|Katedra I Klinika Dermatologii, Wrocław, Poland|Uniwersytecki Szpital Kliniczny im. WAM - CSW, Łódź, Poland|Hospital Del Mar, Barcelona, Spain|Hospital Duran i Reynals, Barcelona, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Uni. Nuestra Senora de Candelaria, Tenerife, Spain|Hospital General Universitario, Valencia, Spain|Inselspital, Universitätsspital Bern, Bern, Switzerland|Centre hospitalier universitaire vaudois (CHUV), Lausanne, Switzerland|Kantonsspital St. Gallen, St. Gallen, Switzerland|Universitätsspital Zürich, Zürich, Switzerland|University Hospital, Birmingham, United Kingdom|Beatson West of Scotland Cancer Centre, Glasgow, United Kingdom|St John's Institute Of Dermatology - Guy's & St Thomas' Nhs Foundation Trust, London, United Kingdom|Christie Hospital, Manchester, United Kingdom	https://ClinicalTrials.gov/show/NCT02953301
128	VSV-hIFNbeta-NIS With or Without Ruxolitinib Phosphate in Treating Patients With Relapsed or Refractory Multiple Myeloma, Acute Myeloid Leukemia, or T-cell Lymphoma	Recruiting	No Results Available	Myelodysplastic Syndrome|Previously Treated Myelodysplastic Syndrome|Recurrent Adult Acute Myeloid Leukemia|Recurrent Anaplastic Large Cell Lymphoma|Recurrent Angioimmunoblastic T-Cell Lymphoma|Recurrent Mycosis Fungoides|Recurrent Plasma Cell Myeloma|Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Recurrent T-Cell Non-Hodgkin Lymphoma|Refractory Acute Myeloid Leukemia|Refractory Anaplastic Large Cell Lymphoma|Refractory Angioimmunoblastic T-Cell Lymphoma|Refractory Mycosis Fungoides|Refractory Peripheral T-Cell Lymphoma, Not Otherwise Specified|Refractory Plasma Cell Myeloma|Refractory Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Refractory T-Cell Non-Hodgkin Lymphoma	Procedure: Computed Tomography|Drug: Cyclophosphamide|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Biological: Recombinant Vesicular Stomatitis Virus-expressing Human Interferon Beta and Sodium-Iodide Symporter|Drug: Ruxolitinib Phosphate|Procedure: Single Photon Emission Computed Tomography	Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Mayo Clinic in Rochester, Rochester, Minnesota, United States	https://ClinicalTrials.gov/show/NCT03017820
129	Phase I Clinical Trial of Autologous CD7-CAR T Cells in the Treatment of High-risk Acute T-cell Leukemia / Lymphoma	Recruiting	No Results Available	T Cell Lymphoma|T-cell Leukemia	Biological: chimeric antigen receptor T cell treatment	Beijing Boren Hospital, Beijing, Beijing, China	https://ClinicalTrials.gov/show/NCT04840875
130	Study of Pembrolizumab (MK-3475) in Combination With Romidepsin	Recruiting	No Results Available	Recurrent Anaplastic Large Cell Lymphoma|Recurrent Angioimmunoblastic T-Cell Lymphoma|Recurrent Mature T- and NK-Cell Non-Hodgkin Lymphoma|Recurrent Mycosis Fungoides|Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Refractory Anaplastic Large Cell Lymphoma|Refractory Angioimmunoblastic T-Cell Lymphoma|Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Refractory Mycosis Fungoides|Refractory Peripheral T-Cell Lymphoma, Not Otherwise Specified|Refractory Primary Cutaneous T-Cell Non-Hodgkin Lymphoma	Biological: Pembrolizumab|Drug: Romidepsin	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT03278782
131	Duvelisib Maintenance After Autologous Stem Cell Transplant in T-Cell and Indolent B-Cell Lymphomas	Recruiting	No Results Available	T-Cell Lymphoma|Indolent B-Cell Lymphoma	Drug: Duvelisib|Procedure: Peripheral blood draw	Washington University School of Medicine, Saint Louis, Missouri, United States	https://ClinicalTrials.gov/show/NCT04331119
132	CD4CAR for CD4+ Leukemia and Lymphoma	Recruiting	No Results Available	T-cell Lymphoma|T-cell Leukemia	Biological: CD4CAR	Stony Brook University, Stony Brook, New York, United States	https://ClinicalTrials.gov/show/NCT03829540
133	Extracorporeal Photopheresis and Mogamulizumab for the Treatment of Erythrodermic Cutaneous T Cell Lymphoma	Not yet recruiting	No Results Available	Folliculotropic Mycosis Fungoides|Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Sezary Syndrome|Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage II Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Transformed Mycosis Fungoides	Procedure: Extracorporeal Photopheresis|Biological: Mogamulizumab|Other: Quality-of-Life Assessment|Other: Questionnaire Administration	City of Hope Medical Center, Duarte, California, United States	https://ClinicalTrials.gov/show/NCT04930653
134	Anti-CD7 U-CAR-T Cell Therapy for T/NK Cell Hematologic Malignancies	Not yet recruiting	No Results Available	T-cell Leukemia|T-cell Lymphoma	Biological: CD7 UCAR-T cells|Drug: Fludarabine|Drug: Cytoxan|Drug: Melphalan	Department of Hematology, Xinqiao Hospital, ChongQing, Chongqing, China	https://ClinicalTrials.gov/show/NCT04264078
135	A Phase 1 Study of Romidepsin, CC-486 (5-azacitidine), Dexamethasone, and Lenalidomide (RAdR) for Relapsed/Refractory T-cell Malignancies	Recruiting	No Results Available	Relapsed/Refractory T-cell Malignancies|Cutaneous T-Cell Lymphoma|Mature T-cell Malignancies|Peripheral T-Cell Lymphoma	Drug: Romidepsin|Drug: Lenalidomide|Drug: 5-azacitidine|Drug: Dexamethasone	National Institutes of Health Clinical Center, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT04447027
136	T Cells Expressing a Fully-Human Anti-CD30 Chimeric Antigen Receptor for Treating CD30-Expressing Lymphomas	Recruiting	No Results Available	Lymphoma, Large-Cell, Anaplasitc|Enteropathy-Associated T-Cell Lymphoma|Lymphoma, Large B-Cell, Diffuse|Lymphoma, Extranodal NK-T-Cell|Lymphoma, T-Cell, Peripheral	Biological: Anti-CD30-CAR T cells|Drug: Cyclophosphamide|Drug: Fludarabine	National Institutes of Health Clinical Center, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT03049449
137	Vorinostat and Combination Chemotherapy Before Donor Stem Cell Transplantation for the Treatment of Relapsed Aggressive B-cell or T-cell Non-Hodgkin Lymphoma	Not yet recruiting	No Results Available	Recurrent Aggressive Non-Hodgkin Lymphoma|Recurrent B-Cell Non-Hodgkin Lymphoma|Recurrent Burkitt Lymphoma|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent High Grade B-Cell Lymphoma|Recurrent T-Cell Non-Hodgkin Lymphoma|Recurrent Transformed B-Cell Non-Hodgkin Lymphoma	Procedure: Allogeneic Hematopoietic Stem Cell Transplantation|Drug: Busulfan|Drug: Clofarabine|Drug: Cyclophosphamide|Drug: Gemcitabine|Drug: Mycophenolate Mofetil|Biological: Rituximab|Drug: Tacrolimus|Drug: Vorinostat	M D Anderson Cancer Center, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04220008
138	Study of CAR-T Cells Expressing CD30 and CCR4 for r/r CD30+ HL and CTCL	Recruiting	No Results Available	Lymphoma|Immune System Diseases|Immunoproliferative Disorders|Lymphatic Diseases|Lymphoproliferative Disorders|Neoplasms|Cutaneous Lymphoma|Cutaneous Anaplastic Large Cell Lymphoma|Mycosis Fungoides|Sezary Syndrome|Lymphomatoid Papulosis|Cutaneous T Cell Lymphoma|Gray Zone Lymphoma	Biological: ATLCAR.CD30.CCR4 cells|Biological: ALTCAR.CD30 cells|Drug: Bendamustine|Drug: Fludarabine	Lineberger Comprehensive Cancer Center at University of North Carolina - Chapel Hill, Chapel Hill, North Carolina, United States	https://ClinicalTrials.gov/show/NCT03602157
139	Interleukin-15 (IL-5) in Combination With Avelumab (Bavencio) in Relapsed/Refractory Mature T-cell Malignancies	Recruiting	No Results Available	Peripheral T-cell Lymphoma NOS|Mycosis Fungoides|Sezary Syndrome|Anaplastic Large Cell Lymphoma	Drug: rhIL-15|Biological: Avelumab	National Institutes of Health Clinical Center, Bethesda, Maryland, United States	https://ClinicalTrials.gov/show/NCT03905135
140	Autologous Cells Derived Anti-CD7 CAR-Engineered T Cells for T Lymphoid Malignancies	Recruiting	No Results Available	T-Cell Lymphocytic Leukemia|T-Cell Chronic Lymphocytic Leukemia|T Cell Non-Hodgkin Lymphoma	Drug: Fludarabine + Cyclophosphamide + CAR7-T Cells	Union Hospital, Huazhong University of Science and Technology, Wuhan, Hubei, China	https://ClinicalTrials.gov/show/NCT04823091
141	Allogeneic CD30.CAR-EBVSTs in Patients With Relapsed or Refractory CD30-Positive Lymphomas	Recruiting	No Results Available	Extranodal Natural Killer/T-Cell Lymphoma, Nasal Type|Classical Hodgkin Lymphoma	Biological: CD30.CAR-EBVST cells	Houston Methodist Hospital, Houston, Texas, United States|Texas Children's Hospital, Houston, Texas, United States	https://ClinicalTrials.gov/show/NCT04288726
142	A Study of STI-3031 (an Anti-PD-L1 Antibody) in Patients With Selected Relapsed/Refractory Malignancies	Not yet recruiting	No Results Available	Peripheral T Cell Lymphoma|Diffuse Large B Cell Lymphoma|Biliary Tract Cancer|Extranodal NK T Cell Lymphoma, Nasal	Biological: STI-3031		https://ClinicalTrials.gov/show/NCT03999658
143	Mogamulizumab and Extracorporeal Photopheresis for the Treatment of Sezary Syndrome or Mycosis Fungoides	Recruiting	No Results Available	Mycosis Fungoides|Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Sezary Syndrome	Procedure: Extracorporeal Photopheresis|Biological: Mogamulizumab|Other: Quality-of-Life Assessment	Emory University Hospital, Atlanta, Georgia, United States	https://ClinicalTrials.gov/show/NCT04676087
144	γδT Cells Immunotherapy in Patients With Relapsed or Refractory Non-Hodgkin's Lymphoma (NHL)	Recruiting	No Results Available	Non-Hodgkin's Lymphoma|Relapsed or Refractory B Cell Non-Hodgkin's Lymphoma|Chronic Lymphoblastic Leukemia|Peripheral T Cell Lymphoma	Biological: Autologous γδT cells	Institute of Hematology & Blood Diseases Hospital, Tianjin, Tianjin, China	https://ClinicalTrials.gov/show/NCT04028440
145	Testing the Addition of an Anti-cancer Drug, Hu5F9-G4 (Magrolimab), to the Usual Chemotherapy Treatment (Mogamulizumab) in T-Cell (a Type of Immune Cell) Lymphoma That Has Returned After Treatment or Does Not Respond to Treatment	Recruiting	No Results Available	Recurrent Mycosis Fungoides|Recurrent Mycosis Fungoides and Sezary Syndrome|Recurrent Sezary Syndrome|Refractory Mycosis Fungoides|Refractory Mycosis Fungoides and Sezary Syndrome|Refractory Sezary Syndrome|Sezary Syndrome|Stage IB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage II Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage III Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIA Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA1 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVA2 Mycosis Fungoides and Sezary Syndrome AJCC v8|Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8	Biological: Magrolimab|Biological: Mogamulizumab	Los Angeles County-USC Medical Center, Los Angeles, California, United States|USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States|Stanford Cancer Institute Palo Alto, Palo Alto, California, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States	https://ClinicalTrials.gov/show/NCT04541017
146	Romidepsin Maintenance After Allogeneic Stem Cell Transplantation	Recruiting	No Results Available	Cutaneous T-cell Lymphoma|T-Prolymphocytic Leukemia|T-Large Granulocytic Leukemia|T-Lymphoblastic Leukemia/Lymphoma|Peripheral T-Cell Lymphoma	Drug: Romidepsin|Drug: Busulfan|Drug: Fludarabine|Procedure: Stem Cell Transplant|Drug: Thymoglobulin	The Ohio State University Cancer Center, Columbus, Ohio, United States	https://ClinicalTrials.gov/show/NCT02512497
147	Study of Tinostamustine, First-in-Class Alkylating HDACi Fusion Molecule, in Relapsed/Refractory Hematologic Malignancies	Recruiting	No Results Available	Hematological Malignancies|Multiple Myeloma|Hodgkin's Lymphoma|Cutaneous T Cell Lymphoma	Drug: Tinostamustine	Mayo Clinic, Phoenix, Arizona, United States|Mayo Clinic Cancer Center, Jacksonville, Florida, United States|Mayo Clinic Cancer Center, Rochester, Minnesota, United States|Columbia University Medical Center, New York, New York, United States|The University of Texas MDACC, Houston, Texas, United States|CHU de Caen, Caen, France|CHU ESTAING Service de thérapie Cellulaire et hématologique Clinique, Clermont Ferrand, France|CHU Lille Service des Maladies du Sang, Lille, France|CHU de Nantes, Hotel Dieu, Nantes, France|Hopital Haut Leveque, Pessac, France|Centre hospitalier Lyon Sud, Pierre Bénite, France|University Hospital of Ulm, Department of Internal Medicine III, Ulm, Germany|Institute of Hematology "L. A. Seràgnoli", University of Bologna, Bologna, Italy|National Cancer Institute, Fondazione 'G. Pascale', Naples, Italy|VU medisch centrum, Amsterdam, Netherlands|Erasmus MC, Rotterdam, Netherlands|Institut Català d'Oncologia de Barcelona, Hospitalet de Llobregat, Barcelona, Spain|Hospital Universitario de Salamanca, Salamanca, Spain|Hospital Universitario Marqués de Valdecilla, Santander, Spain|Kantonsspital St.Gallen, St.Gallen, Switzerland	https://ClinicalTrials.gov/show/NCT02576496
